"ID","PathID","NodeIndex","ContinentID","LocX","LocY","LocZ","Flags","Delay"
"35","6","0","0","-8851,658","498,5518","111,256","0","0"
"36","6","1","0","-8853,767","496,5698","111,515","0","0"
"37","6","2","0","-8869,408","486,3725","116,4329","0","0"
"38","6","3","0","-8937,975","447,6957","122,1006","0","0"
"39","6","4","0","-9025,543","501,7202","122,1006","0","0"
"40","6","5","0","-9109,895","473,5467","148,9892","0","0"
"41","6","6","0","-9247,455","381,144","152,1426","0","0"
"42","6","7","0","-9328,747","433,829","130,6152","0","0"
"43","6","8","0","-9380,047","432,5326","78,04019","0","0"
"44","6","9","0","-9451,38","386,5202","56,92871","0","0"
"45","6","10","0","-9524,628","368,0678","53,43007","0","0"
"46","6","11","0","-9601,133","407,54","52,47625","0","0"
"47","6","12","0","-9686,165","469,8009","40,71203","0","0"
"48","6","13","0","-9734,622","552,1639","39,32314","0","0"
"2918","6","14","0","-9742,765","621,3524","37,92484","0","0"
"2919","6","15","0","-9790,908","641,0512","44,37461","0","0"
"2920","6","16","0","-9847,742","632,7855","44,1487","0","0"
"2921","6","17","0","-9941,953","634,8231","44,32914","0","0"
"2922","6","18","0","-10000,46","691,7059","38,24973","0","0"
"2923","6","19","0","-10034,64","787,4933","31,29761","0","0"
"2924","6","20","0","-10054,44","872,9451","42,68251","0","0"
"2925","6","21","0","-10139,36","931,7116","46,93581","0","0"
"2926","6","22","0","-10255,11","986,2714","39,56821","0","0"
"2927","6","23","0","-10310,58","1070,447","51,85131","0","0"
"2928","6","24","0","-10364,25","1112,398","43,3155","0","0"
"2929","6","25","0","-10489,65","1100,476","59,45344","0","0"
"2930","6","26","0","-10588,32","1075,879","47,02614","0","0"
"2931","6","27","0","-10629,07","1039,446","37,95433","0","0"
"68","7","0","0","-10628,54","1040,069","35,09415","0","0"
"69","7","1","0","-10627,92","1043,553","35,31906","0","0"
"70","7","2","0","-10624,31","1055,371","37,65337","0","0"
"71","7","3","0","-10609,96","1097,778","43,05283","0","0"
"72","7","4","0","-10504,49","1142,775","52,09254","0","0"
"73","7","5","0","-10424,17","1068,109","58,97522","0","0"
"74","7","6","0","-10308,55","1046,854","58,32771","0","0"
"75","7","7","0","-10210,66","931,045","58,41953","0","0"
"76","7","8","0","-10184,71","811,8256","43,81411","0","0"
"77","7","9","0","-10197,82","634,4207","30,07676","0","0"
"78","7","10","0","-10174,34","554,7805","29,16283","0","0"
"79","7","11","0","-10100,25","513,2532","32,32518","0","0"
"80","7","12","0","-9946,887","506,5988","37,31886","0","0"
"81","7","13","0","-9881,448","524,3186","37,4745","0","0"
"82","7","14","0","-9814,705","523,4794","37,57549","0","0"
"83","7","15","0","-9756,677","540,9895","43,89014","0","0"
"84","7","16","0","-9709,989","517,1216","45,58359","0","0"
"85","7","17","0","-9690,506","464,9645","40,52817","0","0"
"86","7","18","0","-9599,503","406,5533","44,54248","0","0"
"87","7","19","0","-9534,183","366,7751","60,36917","0","0"
"88","7","20","0","-9466,773","373,8241","60,3195","0","0"
"89","7","21","0","-9380,502","433,0388","76,56032","0","0"
"90","7","22","0","-9279,56","422,0251","159,3055","0","0"
"91","7","23","0","-9127,248","269,2381","162,6833","0","0"
"92","7","24","0","-9039,433","381,5962","145,8778","0","0"
"2934","7","25","0","-8918,275","423,102","132,6049","0","0"
"2935","7","26","0","-8833,164","479,7625","112,0956","0","0"
"119","8","0","0","-9433,93","-2238,759","70,68005","0","0"
"120","8","1","0","-9436,162","-2240,107","71,47904","0","0"
"121","8","2","0","-9445,476","-2244,032","74,4659","0","0"
"122","8","3","0","-9471,324","-2250,823","81,71274","0","0"
"123","8","4","0","-9507,948","-2244,839","97,67113","0","0"
"124","8","5","0","-9543,871","-2197,871","101,9485","0","0"
"125","8","6","0","-9606,379","-2086,054","77,63744","0","0"
"126","8","7","0","-9555,001","-2000,303","80,11665","0","0"
"127","8","8","0","-9632,947","-1875,718","84,19599","0","0"
"128","8","9","0","-9625,083","-1769,786","109,4554","0","0"
"129","8","10","0","-9693,008","-1586,187","131,6178","0","0"
"130","8","11","0","-9805,718","-1424,024","111,9092","0","0"
"131","8","12","0","-9674,998","-1306,913","118,9719","0","0"
"132","8","13","0","-9575,312","-1177,973","128,8013","0","0"
"133","8","14","0","-9488,233","-943,3488","146,1608","0","0"
"134","8","15","0","-9449,529","-726,4036","154,3925","0","0"
"135","8","16","0","-9487,82","-427,2995","135,646","0","0"
"136","8","17","0","-9493,372","-158,4364","146,0744","0","0"
"137","8","18","0","-9241,616","3,949002","173,4216","0","0"
"138","8","19","0","-9133,22","270,7874","161,1161","0","0"
"2937","8","20","0","-9040,947","382,2004","155,4272","0","0"
"2938","8","21","0","-8917,181","414,9164","134,1243","0","0"
"2939","8","22","0","-8834,746","478,6359","113,2257","0","0"
"176","9","0","0","-8851,029","497,5721","111,3419","0","0"
"177","9","1","0","-8853,044","495,9638","111,3472","0","0"
"178","9","2","0","-8870,239","483,1436","115,7739","0","0"
"179","9","3","0","-8923,743","449,3642","129,3876","0","0"
"180","9","4","0","-9035,204","504,1122","138,0893","0","0"
"181","9","5","0","-9109,231","468,9756","144,2065","0","0"
"182","9","6","0","-9189,168","411,431","162,5806","0","0"
"183","9","7","0","-9210,607","311,5711","95,03504","0","0"
"184","9","8","0","-9258,301","242,521","79,05361","0","0"
"185","9","9","0","-9304,224","202,5789","76,13682","0","0"
"186","9","10","0","-9419,427","86,85379","67,63692","0","0"
"187","9","11","0","-9494,24","53,96614","64,30503","0","0"
"188","9","12","0","-9544,91","-53,52051","64,73038","0","0"
"189","9","13","0","-9550,932","-130,8574","62,67779","0","0"
"2888","9","14","0","-9578,581","-215,2677","67,14768","0","0"
"2889","9","15","0","-9619,063","-306,6422","65,37114","0","0"
"2890","9","16","0","-9614,767","-418,2125","65,51205","0","0"
"2891","9","17","0","-9588,646","-480,5225","65,73279","0","0"
"2892","9","18","0","-9617,513","-559,9915","62,44636","0","0"
"2893","9","19","0","-9631,188","-641,2941","54,76276","0","0"
"2894","9","20","0","-9656,275","-742,0374","52,57537","0","0"
"2895","9","21","0","-9645,349","-801,5608","51,51288","0","0"
"2896","9","22","0","-9585,63","-867,9379","47,73647","0","0"
"2897","9","23","0","-9590,528","-937,4043","47,68358","0","0"
"2898","9","24","0","-9622,564","-995,9778","50,53008","0","0"
"2899","9","25","0","-9636,569","-1074,784","52,40546","0","0"
"2900","9","26","0","-9618,685","-1142,478","50,84669","0","0"
"2901","9","27","0","-9644,31","-1218,887","47,89634","0","0"
"2902","9","28","0","-9659,287","-1317,53","55,95687","0","0"
"2903","9","29","0","-9670,286","-1393,958","60,64715","0","0"
"2904","9","30","0","-9648,987","-1498,871","61,56863","0","0"
"2905","9","31","0","-9627,7","-1536,102","60,99363","0","0"
"2906","9","32","0","-9641,589","-1587,703","63,19842","0","0"
"2907","9","33","0","-9617,107","-1675,211","63,89262","0","0"
"2908","9","34","0","-9611,807","-1749,591","64,02197","0","0"
"2909","9","35","0","-9619,329","-1820,623","60,13515","0","0"
"2910","9","36","0","-9583,854","-1913,12","70,65507","0","0"
"2911","9","37","0","-9529,08","-1970,17","86,40647","0","0"
"2912","9","38","0","-9496,895","-2019,172","103,2257","0","0"
"2913","9","39","0","-9493,757","-2051,939","109,9857","0","0"
"2914","9","40","0","-9453,822","-2120,266","82,66793","0","0"
"2915","9","41","0","-9418,244","-2207,423","73,14126","0","0"
"2916","9","42","0","-9431,67","-2238,57","72,79369","0","0"
"439","12","0","0","-4822,797","-1157,978","503,2697","0","0"
"440","12","1","0","-4823,338","-1154,838","504,0443","0","0"
"441","12","2","0","-4825,568","-1144,801","508,2092","0","0"
"442","12","3","0","-4830,251","-1124,831","518,076","0","0"
"443","12","4","0","-4839,869","-1077,757","543,5778","0","0"
"444","12","5","0","-4867,415","-1047,967","551,0208","0","0"
"445","12","6","0","-4889,553","-1032,151","548,7425","0","0"
"446","12","7","0","-4921,443","-1008,429","544,9092","0","0"
"447","12","8","0","-4947,069","-972,1517","540,7988","0","0"
"448","12","9","0","-4957,789","-914,5143","543,5195","0","0"
"449","12","10","0","-4964,658","-901,5131","543,6027","0","0"
"450","12","11","0","-4987,029","-875,5323","527,6031","0","0"
"451","12","12","0","-5021,612","-833,3802","507,3193","0","0"
"452","12","13","0","-5066,396","-799,9983","503,1275","0","0"
"453","12","14","0","-5110,955","-793,4541","504,3443","0","0"
"454","12","15","0","-5156,022","-778,8745","486,8891","0","0"
"455","12","16","0","-5203,813","-713,6035","480,8193","0","0"
"456","12","17","0","-5366,663","-702,5377","457,8593","0","0"
"457","12","18","0","-5495,628","-662,2124","442,5049","0","0"
"1248","12","19","0","-5625,248","-671,7376","439,3104","0","0"
"1249","12","20","0","-5709,963","-584,9799","433,945","0","0"
"1250","12","21","0","-5868,214","-569,5374","453,7866","0","0"
"1251","12","22","0","-6002,713","-664,5992","468,3816","0","0"
"1252","12","23","0","-6055,952","-676,7015","491,5126","0","0"
"1253","12","24","0","-6103,061","-702,8411","500,9235","0","0"
"1254","12","25","0","-6182,807","-759,242","471,0982","0","0"
"1255","12","26","0","-6302,094","-807,9865","425,8247","0","0"
"1256","12","27","0","-6427,895","-833,9036","376,1131","0","0"
"1257","12","28","0","-6534,435","-879,6412","342,3034","0","0"
"1258","12","29","0","-6643,684","-845,2496","294,3973","0","0"
"1259","12","30","0","-6782,545","-862,0672","284,2731","0","0"
"1260","12","31","0","-6913,29","-911,2166","281,7382","0","0"
"1261","12","32","0","-6945,106","-993,7018","272,7432","0","0"
"1262","12","33","0","-7035,354","-1010,516","273,8061","0","0"
"1263","12","34","0","-7107,932","-945,7327","286,6283","0","0"
"1264","12","35","0","-7178,488","-858,0679","330,9342","0","0"
"1265","12","36","0","-7220,716","-798,4058","333,5421","0","0"
"1266","12","37","0","-7376,298","-753,7755","349,0393","0","0"
"1267","12","38","0","-7513,951","-706,6681","261,9677","0","0"
"1268","12","39","0","-7625,787","-709,5251","231,2098","0","0"
"1269","12","40","0","-7817,066","-723,2539","197,4131","0","0"
"1270","12","41","0","-7879,465","-790,3379","166,9896","0","0"
"1271","12","42","0","-7972,425","-814,0859","162,1169","0","0"
"1272","12","43","0","-8125,316","-746,7741","165,8207","0","0"
"1273","12","44","0","-8154","-657,8253","216,734","0","0"
"1274","12","45","0","-8154,263","-562,5449","215,4484","0","0"
"1275","12","46","0","-8242,658","-445,0825","212,0416","0","0"
"1276","12","47","0","-8289,486","-378,3684","156,2779","0","0"
"1277","12","48","0","-8372,028","-387,7584","152,2796","0","0"
"1278","12","49","0","-8434,696","-408,2879","152,1438","0","0"
"1279","12","50","0","-8518,548","-470,9047","152,0386","0","0"
"1280","12","51","0","-8576,825","-495,9679","152,3454","0","0"
"1281","12","52","0","-8649,185","-487,3426","152,4339","0","0"
"1314","12","53","0","-8724,703","-429,4806","153,9003","0","0"
"2702","12","54","0","-8782,313","-376,3788","101,4052","0","0"
"2703","12","55","0","-8887,089","-338,0945","85,90797","0","0"
"2704","12","56","0","-8978,77","-305,9059","81,10828","0","0"
"2705","12","57","0","-9023,161","-232,1393","81,0654","0","0"
"2706","12","58","0","-9081,329","-206,1896","85,81525","0","0"
"2707","12","59","0","-9107,561","-164,755","97,0859","0","0"
"2708","12","60","0","-9135,313","-68,51671","89,70969","0","0"
"2709","12","61","0","-9150,243","1,43099","86,8735","0","0"
"2710","12","62","0","-9181,913","81,03223","83,05173","0","0"
"2711","12","63","0","-9131,427","164,3925","115,5979","0","0"
"2712","12","64","0","-9124,132","269,9614","161,2628","0","0"
"2713","12","65","0","-9039,152","381,6371","156,5261","0","0"
"2714","12","66","0","-8916,317","414,5043","137,873","0","0"
"2715","12","67","0","-8833,508","481,6855","112,3796","0","0"
"503","13","0","0","-8847,491","496,9669","111,6614","0","0"
"504","13","1","0","-8849,624","495,3026","111,6847","0","0"
"505","13","2","0","-8867,209","483,6242","114,5242","0","0"
"506","13","3","0","-8935,342","454,3082","127,1644","0","0"
"507","13","4","0","-9034,739","493,259","143,3994","0","0"
"508","13","5","0","-9109,719","470,7711","157,3524","0","0"
"509","13","6","0","-9213,093","427,2342","162,4049","0","0"
"510","13","7","0","-9273,826","275,9395","151,6682","0","0"
"511","13","8","0","-9287,292","34,38108","153,0916","0","0"
"512","13","9","0","-9231,043","-249,8052","153,2581","0","0"
"513","13","10","0","-9115,018","-320,2148","144,7425","0","0"
"514","13","11","0","-8984,971","-310,8855","150,0686","0","0"
"515","13","12","0","-8761,813","-406,5565","154,291","0","0"
"516","13","13","0","-8644,484","-484,1542","156,7978","0","0"
"517","13","14","0","-8543,974","-488,52","156,0378","0","0"
"518","13","15","0","-8434,869","-407,2266","156,2183","0","0"
"519","13","16","0","-8332,496","-383,0612","156,9721","0","0"
"520","13","17","0","-8272,149","-396,3521","184,2779","0","0"
"521","13","18","0","-8236,644","-435,6417","216,9074","0","0"
"522","13","19","0","-8182,351","-514,2529","222,1545","0","0"
"1315","13","20","0","-8139,843","-660,8634","216,5926","0","0"
"1316","13","21","0","-8033,885","-777,6981","195,4343","0","0"
"1317","13","22","0","-7895,083","-762,1898","195,4065","0","0"
"1318","13","23","0","-7733,506","-700,0927","218,3232","0","0"
"1319","13","24","0","-7513,567","-700,1138","254,9899","0","0"
"1320","13","25","0","-7381,819","-733,5797","328,2403","0","0"
"1321","13","26","0","-7301,188","-784,7119","339,5179","0","0"
"1322","13","27","0","-7159,574","-873,0112","339,5179","0","0"
"1323","13","28","0","-6971,555","-966,7302","306,879","0","0"
"1324","13","29","0","-6733,155","-933,3313","306,879","0","0"
"1325","13","30","0","-6532,686","-873,0181","336,0757","0","0"
"1326","13","31","0","-6359,266","-823,5961","407,377","0","0"
"1327","13","32","0","-6225,592","-788,0469","461,0788","0","0"
"1328","13","33","0","-6100,267","-712,7195","497,645","0","0"
"1329","13","34","0","-5952,147","-624,2423","485,1851","0","0"
"1330","13","35","0","-5733,381","-566,6313","485,3351","0","0"
"1331","13","36","0","-5532,804","-566,6592","485,6684","0","0"
"1332","13","37","0","-5332,65","-632,8563","497,974","0","0"
"1333","13","38","0","-5225,322","-746,7645","507,2517","0","0"
"1334","13","39","0","-5068,787","-798,2342","504,2942","0","0"
"1335","13","40","0","-5023,565","-831,4238","507,3473","0","0"
"1336","13","41","0","-4987,616","-876,4549","535,1275","0","0"
"1337","13","42","0","-4965,294","-901,9011","543,1271","0","0"
"1338","13","43","0","-4942,979","-917,6292","543,1275","0","0"
"1339","13","44","0","-4889,663","-931,6109","539,1932","0","0"
"1340","13","45","0","-4870,822","-964,171","544,4039","0","0"
"1341","13","46","0","-4855,887","-999,5142","548,1213","0","0"
"1342","13","47","0","-4839,485","-1034,745","550,4823","0","0"
"1343","13","48","0","-4817,119","-1083,214","544,5013","0","0"
"1344","13","49","0","-4751,694","-1095,611","529,9733","0","0"
"1345","13","50","0","-4756,565","-1141,066","518,3808","0","0"
"1346","13","51","0","-4795,44","-1150,447","512,334","0","0"
"2608","13","52","0","-4821,613","-1155,579","503,7787","0","0"
"741","15","0","0","-5426,417","-2932,764","349,2489","0","0"
"742","15","1","0","-5429,109","-2933,134","350,3626","0","0"
"743","15","2","0","-5469,808","-2926,428","361,1701","0","0"
"744","15","3","0","-5512,319","-2850,484","374,7768","0","0"
"745","15","4","0","-5460,93","-2741,301","412,1746","0","0"
"746","15","5","0","-5500,676","-2647,121","469,4012","0","0"
"747","15","6","0","-5505,026","-2569,849","486,5587","0","0"
"748","15","7","0","-5514,47","-2437,684","432,4796","0","0"
"749","15","8","0","-5543,636","-2295,733","501,9561","0","0"
"750","15","9","0","-5506,146","-2210,201","492,0908","0","0"
"751","15","10","0","-5532,42","-2134,419","433,3124","0","0"
"752","15","11","0","-5587,426","-2064,81","404,3726","0","0"
"753","15","12","0","-5601,026","-1978,137","404,3726","0","0"
"754","15","13","0","-5610,952","-1856,204","413,0719","0","0"
"755","15","14","0","-5641,103","-1791,676","407,1309","0","0"
"756","15","15","0","-5656,558","-1747,236","417,279","0","0"
"757","15","16","0","-5657,34","-1648,261","439,1435","0","0"
"758","15","17","0","-5686,912","-1582,438","403,2043","0","0"
"759","15","18","0","-5667,798","-1473,761","417,9568","0","0"
"760","15","19","0","-5650,855","-1341,443","423,2717","0","0"
"761","15","20","0","-5549,443","-1189,883","467,9176","0","0"
"762","15","21","0","-5434,792","-1016,157","519,639","0","0"
"763","15","22","0","-5305,902","-835,1288","576,1678","0","0"
"764","15","23","0","-5173,355","-787,1075","552,9456","0","0"
"765","15","24","0","-5077,311","-791,4764","523,3054","0","0"
"766","15","25","0","-5020,423","-836,1544","504,8991","0","0"
"767","15","26","0","-4987,564","-875,931","527,1271","0","0"
"768","15","27","0","-4964,469","-901,5542","543,1275","0","0"
"769","15","28","0","-4947,638","-916,2394","543,1275","0","0"
"770","15","29","0","-4886,243","-937,8644","539,4725","0","0"
"771","15","30","0","-4870,373","-964,6971","544,9182","0","0"
"772","15","31","0","-4858,501","-994,7637","548,1402","0","0"
"773","15","32","0","-4845,472","-1024,783","550,2517","0","0"
"774","15","33","0","-4822,143","-1054,167","546,056","0","0"
"775","15","34","0","-4783,124","-1065,934","534,1678","0","0"
"776","15","35","0","-4746,237","-1095,953","525,2791","0","0"
"777","15","36","0","-4754,16","-1138,464","523,8076","0","0"
"778","15","37","0","-4798,137","-1150,016","512,9089","0","0"
"779","15","38","0","-4822,399","-1156,914","503,4364","0","0"
"650","16","0","0","-4822,815","-1157,986","503,242","0","0"
"651","16","1","0","-4823,522","-1155,262","503,8221","0","0"
"652","16","2","0","-4825,891","-1144,938","508,1754","0","0"
"653","16","3","0","-4830,331","-1124,694","517,993","0","0"
"654","16","4","0","-4839,842","-1077,642","543,5213","0","0"
"655","16","5","0","-4867,195","-1047,992","550,9657","0","0"
"656","16","6","0","-4889,347","-1032,105","548,7429","0","0"
"657","16","7","0","-4921,548","-1008,381","544,8538","0","0"
"658","16","8","0","-4947,045","-972,202","540,6599","0","0"
"659","16","9","0","-4951,94","-919,9377","543,6027","0","0"
"660","16","10","0","-4973,186","-894,0537","543,6031","0","0"
"661","16","11","0","-4990,442","-871,018","529,6311","0","0"
"662","16","12","0","-5020,96","-834,3433","505,486","0","0"
"663","16","13","0","-5064,681","-798,7744","507,1271","0","0"
"664","16","14","0","-5123,648","-795,6464","511,1266","0","0"
"665","16","15","0","-5200,66","-812,11","530,8782","0","0"
"666","16","16","0","-5220,083","-1011,791","514,1981","0","0"
"667","16","17","0","-5481,033","-1210,797","506,6614","0","0"
"668","16","18","0","-5561,824","-1500,172","436,5245","0","0"
"669","16","19","0","-5527,746","-1692,451","407,0692","0","0"
"670","16","20","0","-5506,481","-1765,903","405,5379","0","0"
"671","16","21","0","-5521,471","-1917,214","409,1334","0","0"
"672","16","22","0","-5569,659","-1999,064","416,3725","0","0"
"673","16","23","0","-5557,54","-2089,736","416,9618","0","0"
"2720","16","24","0","-5511,883","-2158,232","465,5114","0","0"
"2721","16","25","0","-5509,453","-2208,588","494,2961","0","0"
"2722","16","26","0","-5510,387","-2288,285","507,6955","0","0"
"2723","16","27","0","-5503,978","-2418,187","434,1922","0","0"
"2724","16","28","0","-5452,569","-2503,402","483,142","0","0"
"2725","16","29","0","-5404,741","-2580,395","498,5626","0","0"
"2726","16","30","0","-5413,688","-2639,182","467,9819","0","0"
"2727","16","31","0","-5406,811","-2728,502","407,8867","0","0"
"2728","16","32","0","-5420,73","-2800,527","381,2559","0","0"
"2729","16","33","0","-5410,287","-2867,093","359,6374","0","0"
"2730","16","34","0","-5421,101","-2928,652","350,9113","0","0"
"838","17","0","0","-3791,055","-782,9783","10,07857","0","0"
"839","17","1","0","-3790,141","-786,8888","12,15924","0","0"
"840","17","2","0","-3788,24","-798,3447","15,89982","0","0"
"841","17","3","0","-3787,356","-830,6131","24,08298","0","0"
"842","17","4","0","-3793,08","-874,8974","33,2917","0","0"
"843","17","5","0","-3854,645","-909,2836","33,2917","0","0"
"844","17","6","0","-3956,282","-908,7645","41,29259","0","0"
"845","17","7","0","-4050,876","-921,6597","117,6081","0","0"
